label,tweet
happy,nasib waktu dan adik waktu hampir sama kita sama sama tidak niat mendaftar politeknik kesehatan hampir mau pergi saat mau tes asal mengisi jawaban tidak ada harapan mau masuk situ akhirnya diterima cuma saya jurusan kesehatan lingkungan dia kebidanan
anger,hal biasa ignore block sebuah bentuk pembiaran terhadap kasus pelecehan seksual merasa langkah terbaik hanya diam seakan dengan diam pelaku tidak akan berbuat kayak begitu ke orang lain such logic
sadness,berharap saya ke dokter dikasih salep buat yang lebam lebam biru eh bahkan dikasihnya obat nyeri tablet vitamin padahal tensi darah saya normal tetap saja salep mah tidak dikasih sama dokternya
love,style kuliah doyoung mirip begini simple tidak banyak gaya tapi itu yang bikin jatuh cinta pokoknya doyoung cocok dengan gaya apa pun anak ekonomi yang tiap hari datang ke prodi sastra inggris cuma untuk menjemput saya setelah kuliah
fear,hahahahah anjing sama saya waktu itu sempat takut muka saya penuh dengan rambut rambut halus yang tumbuh gara gara aloe vera
anger,masih juga bego dia dihukum atau ditembak tidak masalah dan tidak ada yang bela nah sibangsat cabul kabur padahal yang bela juta orang tolol masih tidak berani juga balik kenapa kalau waras berpikir pasti kamu tahu jawabannya
anger,otak kalau sudah bodoh mau apapun posisinya apapun gelarnya tetap saja bodoh seharusnya otak diisi ilmu pengetahuan bukan diisi marah
happy,keren sekali bu menteri disinergikan lintas cinta alam sukses selalu semoga barokah
fear,semangat teman teman memang sudah banyak sekali sih kelas saya bahkan baru orang yang sidang saya tuh tidak berani sidang sekali sampai dimarahi teman teman saya hahaha iya habis benar takut yang sampai menangis cupu sekali ya
happy,dekat rumah saya itu kue nya tapi akunya tidak ada lihat kemarin karena kerja hahahaha dia sering ketemu nya entah macam mana hahahaha lelah nyungsep dengan banyak fans nya itu wkwkwk
happy,kepada jamaah masjid al kautsar dikarenakan nasi tumpeng ayam matang sebelum waktunya maka dengan ini pengajian tafsir masjid al kautsar di ajukan hari ini ayo ayo wae ramadhan berkah
happy,sedikit pun bersyukur berbagi dengan yang sama sama berjuang mencari ikhlas mengucap syukur alhamdulillah semoga bermanfaat terima kasih
anger,jalan jatibaru bagian dari wilayah tanah abang pengaturan wilayah tanggung jawab dan wewenang gubernur tanah abang soal rumit sejak gubernur gubernur terdahulu sekarang sedang dibenahi agar bermanfaat semua pihak mohon yang punya otak berpikirlah dengan wajar kecuali otaknya butek iya kamu
fear,ini sih jadinya   tidak berani keluar buat memanas manasi air gara gara diceritain siska bahwa ada something memang dasar apel kamu siska bikin takut
love,ada yang begitu gencar memotivasi karena bukti cintanya seperti orangtua kepada anak guru kepada muridnya seorang kawan kepada sahabatnya mereka mensupport karena cinta tidak ingin melihat kita menyerah tapi motivasi intrinsik adalah yang paling utama bentuk niat yang menjadi penggerak
anger,lah itu bang haji yang saya heran kok semuanya ditumpahkan salahnya ke pak president penyakitnya apa sebegitu akutnya ya
fear,eh asli nih saya sudah nonton memang seram sekali sih aslinya tuh dia tidak mau ngebunuh orang dia cuma lagi jatuh cinta aja tapi sampai akhir dia tidak tahu kalau ketidaktahuannya dia itu berubah jadi malapetaka horor woy
fear,seperti itulah awalnya bicara baik seolah olah dia memang orang yang baik lebih seram yang terselubung daripada yang terang terangan
sadness,persoalan tunjangan hari raya gaji ke dan tunjangan kinerja sepertinya bukan hal yang sepele baik bagi yang tidak menerima menerima tapi terlambat dan dari mana itu didapat
happy,gara gara jadi googling berita ini tapi belum ada yang confirm duh menanti berita ini benar pasangan favoritku dari jaman dahulu kala
anger,kamu nanti punya anak perempuan mengalami pelecehan terus anak kamu suruh santai atau abaikan saja ciri ciri bakat ibu yang kurang berkembang ini bodoh
love,karena manusia tadi saya belajar apa yang ia sukai saya belajar menjadi gamer s hacking psychology tricky memperdalam anime menggambar it dll bukan cuma itu saya merubah sikap derajat serta gaya berpakaian saya di sekolah
sadness,walau lebaran masih lama nuansa maaf memaafkan sudah menyebar ke mana mana tadi ke atm katanya maaf saldo anda tidak mencukupi saya coba telepon teman eh operator juga meminta maaf katanya maaf pulsa anda tidak cukup untuk melakukan panggilan ini recehkantwitter
love,keberanian terbesar seorang laki laki adalah pada saat ia berani datang ke rumah gadis yang disukainya kemudian duduk berhadapan langsung di antara sajian kopi
anger,jangan sok akrab iya mention mention gue lebih baik dulu saja yang bener nanti kalau sudah sukses jadi malingnya baru saya balas mentionan kalian salamsatunyalilari bonekjancuk
anger,awalnya diabaikan sih tapi jadi perhatian sekali setelah hari ini uang gaji keluar kata mobile banking tapi waktu dicek bahkan yang keluar cuma dua setengah persen dari gaji yang seharusnya keluar bni
sadness,kaget dapat berita tetangga satu retweet di solo masih tahun meninggal dunia karena tifus dan ambeien diambilnya nyawa benar benar tidak melihat umur innalillahi saya innailaihi rojiallah sending al fatihah
sadness,menangis di pundak kamu boleh saya pilu sungguh
anger,bodoh amat sih menemukan white rabbit pie jaman dulu sudah diseduh terus ditambahkan susu coklat sudah diminum sampai habis iseng lihat sachetannya eh pas dilihat white rabbit pie nya sudah kadaluarsa wth are you kidding me
fear,teman teman saya mau bertanya saya bingung saya diterima upnvj sama universitas negeri saya suka jurusan yang di upn tapi saya anak daerah agak takut di jakarta dan yang universitas negeri sudah dibayar mohon sarannya
sadness,kali ini saya merasa cinta memaksaku untuk bicara haruskah saya menerima jika kenyataannya berbeda atau saya biarkan saja semua yang terjadi tetap seperti ini mungkinkah saya yang akan memilikinya
anger,percuma bukti menumpuk tapi deflasi keberanian lihat kasus munir kurang apa buktinya lihat kasus udin buktinya bahkan disingkirkan dan dihilangkan secara sengaja dan kasus kasus lainnya
sadness,wartawan ditemukan tewas guru dibunuh aktivis terbunuh seseorang dibunuh belasan orang tewas puluhan orang ditemukan tewas ratusan orang tewas ribuan orang tewas puluan ribu orang tewas ratusan ribu orang tewas jutaan orang tewas
fear,saya bingung dong ini sebenarnya saya tidak cocok atau cara makeup saya salah mau lanjut makeup takut muka saya tambah tidak karuan nanti mau berhenti sayang banyak
anger,biasanya beras dijual paling sedikit satu liter hanya di jaman presiden terlangsing ini beras dijual dua ons satu saset makanya presiden sekarang langsing yang dulu mengapai aj 
fear,buat kalian yang cewek kalau sekelas sama pacar terus lagi nyeri datang bulan pengennya dihibur gimana cewek saya tadi bahkan saya ajak main onet di hp dia bahkan diam aja marah kali ya
anger,halo polisi halo detasemen halo divisi hubungan masyarakat polri kok masih ada saja akun kebencian dan unsur provokatif begini dibiarkan eksis di media sosial instagram
sadness,sudah rajin sholat pintar masak lagi bagaimana tidak ingin cepat ketemuan ujar seorang cowok pada gebetannya mungkin umm mas mas kok berlebihan membatin
sadness,boarding pas dan ternyata delay menit   di terminal with others
sadness,wah gila sih ini lokasinya mirip sekali selly oval dixy persis pula di perempatan jalan sayang dulu tidak ada mas british kayak gini kalau ada mungkin saya seringnya nongkrong di dixy bukan di perpustakaan
fear,ini hanya hal persepsi dalam mendidik dan semoga saya bukan termasuk dalam orang tua yang mendidik dengan memukul anak di depan orang banyak tidak akan pernah semoga
happy,tuhanlah dengan segala rancangan dan rencana baiknya saya bersyukur dengan keadaan diri baik susah dan happy always spirit
fear,awalnya saya tidak percaya dengan istilah indigo tapi punya teman dekat indigo dan selalu tahu jika saya sudah ada planning apa saja itu membuat saya heran kaget dan agak takut
fear,baca baca tentang vaksin di akun ini kok seram kali ya ayo vaksin terus sesuai jadwal padahal tapi kalau kandungan vaksin semenyeramkan yang dijabarkan di akun ini kok was was juga tega kali orang orang di belakang
sadness,saya sebenarnya susah sekali ini lepas dari sedotan karena pakai sedotan lebih melindungi lipstick iya kan lebih rapi juga minumnya tapi saya rasa environmental preservation dengan mengurangi plastik lebih penting daripada itu
anger,cie yang sudah sering mendapatkan direct message begituan ci  makanya bisa bilang begitu kepada mbak via vallen cie iri karena tidak mendapat direct message dari pemain bola untuk dilecehkan
happy,the greatest showman ini film musikal isi filmnya nyanyi nyanyi dan karena saya pribadi suka sekali genre mirip ini jadi jam menonton tuh tidak kerasa sama sekali rasanya ingin ikutan nyanyi nyanyi sambil nari nari
happy,empat tahun lalu ketika orang orang bahagia karena diterima kerja sekolah lagi saya bahagia karena nama saya muncul di daftar ini workshopcerpenkompas tsygmc foto
love,ada waktunya sayang berubah jadi butuh perhatian berubah jadi pengertian percaya berubah jadi yakin itu semua akan terjadi kalau kamu dan dia saling melengkapi tidak mencari kurang tidak mencari salah tidak mencari yang lebih
anger,dokter minggu kemarin menyebalkan eh hari ini lagi ada tambahan janjian jam eh lah kok bahkan jek antri langsung di bri iki bagaimana to saya kesal deh
love,saya adalah orang yang rela menukarkan banyak waktu hanya untuk cepat cepat bisa rebah di samping tubuhmu lalu memelukmu dan berkata kamu bisa jadi apa saja dan saya akan tetap cinta
sadness,di malam ini saya berdoa semoga apa apa yang overdosis di negeri ini segera kembali pada dosisnya apapun itu yang sedang sedang saja yang tengah tengah saja berlebihan itu tidak baik
