label,tweet
fear,i don t understand why i feel nervous in public places even when i m alone just because i m afraid every time there are guys approaching me even though they re just asking trivial questions or greeting or saying assalamualaikum i get extremely nervous oh god
anger,many people ask and offer why not work at a bank why not register as a civil servant the answer is simple not interested and don t force it thank you
love,seriously right wonhee is so beautiful
happy,working in an office in malang is a blessing so being busy is a gift for friends who go home to malang not necessarily being able to go home once a year is a blessing blessings that are difficult to assess using any salary figure alhamdulillah
anger,please maintain politeness when speaking only irresponsible people speak like this respectable institutions are dishonored by being infiltrated by people like you
sadness,ripkatespade years old just found dead from hanging in her apartment by her assistant her husband andy spade was in the apartment at the time oh god even someone as successful as kate can end up like this this reminds us to be more grateful and enjoy life will definitely use kate spade in the future to honor her
anger,another countries are thinking about how to develop life in this vast universe this person is thinking about such trivial matters only wasting energy and effort wasting time no wonder this country is not advancing when facing such things
fear,and then imagine there is something standing there watching you clearly it was the ritual that brought the creature here but i totally did not understand what was happening at that moment my mind was filled with confusion and fear
happy,i m trying to listen to their albums then i fell in love with the identify album after that i started watching their debut era then months after that learning a bit eback just right
fear,so now on that banner if i m not mistaken the corner front of the office square is it considered sacred bu is it possibly an innovation as well seriousquestion
happy,the breeze of the afternoon wind there is no noisy roar of the city only space between senduro at the corner of surya kencana travelnotes suryakencana mountgede
love,since childhood i ve always been amused seeing my brother playing games alone sorry if mommy often joins in bang love children play game
sadness,enjoying your time in yogyakarta but it s getting as busy as your current city huh babe traffic jam location parangtritis beach parangtritis beach yogyakarta
anger,in the end it all es down to money money is there really money there just to pay for holiday allowance the region is asked to use its local budget sigh
sadness,happy end of office hours have a great time out for relaxation pft
happy,the greatest showman is a musical film of the film is singing and because i personally really like this genre so two hours watching it doesn t feel like anything at all i feel like singing and dancing along
happy,thank you to undiknas bali who entrusted the pany visit journey to singapore malaysia to kusuma holiday tour
sadness,today in class when leaving i took out my motorbike from the parking lot blankly as a result i ot to pay for parking oops i only remembered when i was already outside sorry mr
sadness,lately i ve been feeling alone all the time yeah there s really nothing to expect everyone has their own lives and busy schedules even just to talk is difficult good friends are indeed hard to find so be grateful for those who have friends in good times and bad because they are always there by our side
love,because of love the reason why i smiled this morning
love,i really love them to the point that when i see them being treated unfairly i even cry hahaha i don t really know why i can love them so much maybe because i see and know their struggles all this time especially because they really love ikonics
sadness,it s sad when it s like this there s no trash can so i just trash on twitter sorry my followers btw i m confused earlier i weighed then pooped x after that it dropped to is my scale unstable or what
love,hi good morning approaching noon have a spirited day don t et to start the day with a prayer yes god bless u i want to hug you maybe the air is chilly again miss you juleha
love,i do not want to hold you so tightly if you are a hope i will simplify it by asking god in my own way
happy,once again salute and congratulations thank you for the extraordinary energy friends
happy,then suddenly i rose from my seat turned off the wi fi connection and ordered coffee i left kajen switched to mbah ronggo kusumo mosque ngemplak kidul located behind my house i joined my friends playing the drum
sadness,the th salary for civil servants has not been disbursed in siak regency even though syamsuar has won as governor during his term in siak salaries and allowances are often late
happy,hehe is it just a natural trait since birth always wanting the best results just relax your grades in college won t really affect your job later on what s more important are soft skills and you are already one of the best there
fear,i am afraid my account will be suspended so please make sure it won t happen this account has been suspended before if it gets suspended again it will fall into the category of permanent suspension
fear,so afraid i often take pictures of children but not using flash because i realize it could be dangerous if it hits the eyes directly but mom is not satisfied with the photo dear
anger,i can t help but wonder about people who consider calamities as punishment when they befall others but call them trials when they befall their own group i just want to say the nerve
happy,i want to tell you that she can also get close with someone who has only been working for months it seems like they are already quite close like school friends
anger,to the relevant party i feel disturbed by the excessive monitoring and unauthorized installation of devices in the hotel room please respect the privacy and fort of the guests more thank you
happy,this is a new professor s thinking even though they are still junior pared to the previous professors this one is more qualified and dedicated
sadness,oh be patient my anime videos are exciting so many of them got deleted
love,the most beautiful and happiest life is when god always keeps us in his love and when there are still parents whom we love happy national children s day keep striving to be a child who can bring happiness to parents religion nation and country azure
happy,have you ever done it before try once when you are eating at an ordinary food stall not the usual type of restaurant you meet an old and pitiful looking waiter you slip thousand you will see their reaction will be extraordinary and your feelings will be extremely happy thousand won t make us poor but it means a lot to them
fear,the brawls between supporters are what make ordinary football fans like me scared to watch live at the stadium
anger,bullshit they re all people who will be the decider the fate of indonesia is not in the hands of elite figures or political party figures but in the power of the people
anger,lazy huh sis hahaha i want to show people at the office who are trying to convince me about the flat earth theory take it easy mate
anger,for those who used to keep trying now b ing an employee like me surely have the urge to strive again no one is in control flexible more money damn
sadness,unfortunately some people think that via vallen does not feel demeaned at all and is even willing to increase popularity in order to achieve fame this was revealed by a woman named addeh who has also been a victim as a woman herself in fact we should be supporting and empathizing with each other
anger,always sarcastic and reprimands the group of fathers in my doctoral class if they make sexual jokes that lead to harassment or abuse true there is no correlation between higher education and such behavior
happy,when my student teased me mom you re pretty too i smiled and replied you re pretty too then it went silent said i still look young and i became more silent
anger,no need to bother thinking about who your leader will be tomorrow it s better to think about what to eat for sahur first if you still hope to get takjil for sahur on the way there s no need to boast so much by changing leaders
fear,every time g e farts ask to drink always remember the incident in thailand with we used a motorcycle there similar to the honda new supra and not sure how to refuel and how much money is for each liter maybe we refuel kerosene it would be troublesome
happy,don t rely on luck your happiness and unhappiness depend on your hard work sincerely mahakarya my favorite song so as not to be lazy
love,hello my love
sadness,i don t like thieves but i also don t like it when thieves are beaten up until they re really badly injured let alone burned and killed
happy,morning mute from bintara to pejambon has muter trains which are at or as long as everything goes smoothly taking the muter train among those options will never be late earlier i went to jatinegara to pick up my wife in the early morning on the way back i accidentally fell asleep then woke up at still trying to catch the train and arrived at the office at
happy,enter my print media article at that time but i ot which year s edition and fortunately my writing also won a petition in conjunction with world mental health day at that time dear
fear,yes sometimes i think that when life desires various things will we still be given breath by allah tomorrow hopefully we are always protected aameen
love,if we love someone try to show ourselves as we are because true love can always accept our strengths and weaknesses
love,i love them o allah i want them to be happy all their lives so they succeed find a good partner have a lasting marriage and have cute children i always pray that we stay together until we grow up b e mothers and b e grandmothers
sadness,what is the difference between you who always stays silent for a long time goes far away and ignores when problems arise with my statement that ends thinkifyouhaveamind
anger,which part of the above message should i help you translate into english
sadness,is it normal for guys to cry because they miss someone because i can t meet at all haha is it over the top of course not it means he cares holding back tears due to missing someone is rare i rarely meet someone like that haha
anger,freedom is the right of all nations except jews kurds catalans copts as we turn a blind eye to the colonization of yemen and qatar it means double standards
fear,so the story goes last night i was at home alone with my younger sibling the surroundings of my house were very quiet even felt eerie then around midnight suddenly the circuit breaker seemed to trip and all the lights went out
fear,why am i being so paranoid i m already an adult still scared like that over little things just imagining things earlier mustered up the courage yesterday to take a bath with the lights off thinking about the spooky figure heard a noise i was really limp and shivering even though it was nothing unusual just lit a match
anger,the boarding little sister borrowed some tupperware that i was actually going to take home this thursday she put some rendang in it then put it in the freezer she just sent me to hell
anger,what did i say read your behavior correctly
love,hi what should i bring for father his clothes but they can t be worn later miss how about his sarong just the sarong the one he usually wears to the mosque so he can wear it if he misses home i will get it for you mom hopefully we can meet again soon there s father s love in your smile
love,if i could possibly feel now how i am increasingly loving you it doesn t mean cheesy or exaggerated because i can t deny that s what truly happening right now i love you dear
happy,hehe perhaps it doesn t feel like it because it s already like the real thanos having rings thank you for saying sahur
anger,i am learning from instagram accounts that often post provocative photos from the ordinary to the vulgar and i notice that the account owners often seem indifferent to the abundance of rude words and sentences eventually justifying that engaging in such behavior catcalling in the real world is normal
fear,"trending the market demand is so high i want to be a good influencer as i love playing games and i want to influence people to buy original games but i m afraid to speak in front of the camera 

"
sadness,from noon until now my stomach has been in disarray it s difficult to explain how painful it is because it s totally different from the first pregnancy it s not about feeling a tight stomach or contractions or other cramps but more about nausea and feeling like being shaken to a more severe level
fear,really wants to try a little about the capital market but still afraid the effect of the knowledge is not much right afraid it will end up being donation instead of investment hahaha
anger,hi friends there is some good news at my new office there is an office boy who is very fluent in english it s truly amazing isn t it why are we so surprised what is actually needed is innovation and work capability not just language skills keep the spirit up
happy,eating crackers don t be noisy wear pants don t wear them to sleep feeling sleepy but still having fun because is here for suhoor inisahurtike harike
love,what if when you feel that what you get now is truly meant for you you find the one you used to love silently turns out also loves you silently
anger,yes it should be changed to every person element so that everyone is affected they say they want to criminalize every indecent act
anger,oh motorcyclists please stop gossiping on the daan mogot flyover causing traffic jams
sadness,wow this is when i like to cry and fight with my boyfriend sometimes i feel embarrassed in front of the neighbors hahaha but it s okay let it be but i won t move
sadness,oh yes that s true i often encounter unpleasant things at work they the guys consider it as a joke while the girls see it as my fault for this or that reason
happy,alhamdulillah social justice is truly widespread throughout the archipelago
happy,make it go viral let everyone know that indonesia s economy is indeed better off under the leadership of djokowi keep the spirit up guys
fear,according to cak nun someone who doesn t believe in the afterlife logically doesn t believe in allah legally he is an unbeliever but cak nun doesn t want to say that mega is an unbeliever but he is someone who doesn t understand
happy,i wholeheartedly support whatever decision mr regent of kutim has made to clarify the village boundaries of the district and the licensing of pany locations both in their allocations in order to improve the economy health for peace of mind and always ensure safety
love,but yeah your mistakes are numerous towards me but i still love you you know muahh
fear,i told mom that i was very afraid then those cats were chased away and outside the house my cousin was ready to hold the cat i could only stay silent and pray oh allah i hope my future does not have to involve cats
happy,yesterday the book tsygmc was mentioned in a tweet by mas agus noor for the hashtag bacabuku i was very happy to see it even though i a misled child have not written fiction for a million years since workshopcerpenkompas
fear,i m actually the type who never uses skincare because i m still afraid i m afraid that if i use it my skin will get damaged so do you have any suggestions for smooth skin without skincare
anger,there are always people who do not understand the position of the mittee they casually ask to change the location just because the maximum time to hang out is hours is hours still not enough oh my hahaha
sadness,however on the third day it turned out we lost two disputed questions that we should have been able to answer were successfully taken by the opposing team we pressed the buzzer too late we lost focus twenty points went to the opposing team it was enough to make us fail to advance to the final round
anger,jatibaru street part of the tanah abang area the arrangement of the area is the responsibility and authority of the governor tanah abang is a plicated issue since previous governors it is being improved now for the benefit of all parties please use your brain think reasonably unless your brain is blind yes you
fear,am i not bothering you sensei she asked worriedly hifumi then took the slippers and put them on they were still a bit big but that was okay after all they were just house slippers
fear,playing at a friend s house when i went to pee i saw that my underwear was already red i immediately asked to go home saying i suddenly felt sick once i got home i said sis i m bleeding i was scared because i did fall while playing when checked turns out it was just my period the next day
anger,finally after a while i lost more precisely i gave in because after taking a few steps back the perspective is clearer and i can analyze more focused and damn the evidence all this time shown in his face only i am the fool who didn t realize
love,lastly i love my older brother loved my older brother yesterday love my older brother today loved my older brother two hours ago will love my older brother tomorrow will love my older brother the day after tomorrow will love my older brother forever
fear,yeah i m just afraid her voice might get damaged or changed because of using the wrong technique
anger,why is it that the urgent medicine is always being removed by bpjs is there a replacement for it if there is then it s okay but don t just remove the much needed medicine on the grounds of losses
anger,all citizens of ntt whether we like it or not many of us certainly disagree with the unilateral and inappropriate claim from at as the god of nusa tenggara timur in fact is being insulted for daring to criticize vbl s team
anger,the bigger the easier to filter friends if every time invited to hang out always plicated with this and that questions but in the end he didn t join with various reasons no need to invite anymore
love,it is not easy to break my ego with gentle love you shattered the hardness of my heart how lucky i am to have you
sadness,i am just a creation of god not a superhero let alone an angel i can only do what i do dek
happy,"childhood dream farmer
graduate from elementary school doctor pharmacist
graduate from junior high school nurse psychiatrist fashion designer
graduate from high school nutritionist interior designer graphic designer
graduate from university all dreams e true"
anger,haha poor this account the grudge is not healed yet all day long he just bothers anies he thinks anies is aware egp whereas many of his friends have realized it this one not yet wait for the receipt
happy,nangroe aceh darussalam is truly special al fatihah for teuku markam and our respectful greetings to teuku markam s family from us the people of indonesia
sadness,thank you my brothers you have made us realize that the return from this stopover is not chosen where the place and when the time as tears never choose where to fall
sadness,do not make this earth cry with our selfishness in exploring all the natural wealth it has with greed and irresponsibility happy world environment day
anger,yesterday surabaya was so jammed the new traffic light beside bank mega darmo and in front of kfc darmo only made the traffic worse instead of smoother venting surabaya surabayajamming
happy,happy birthday wishing you a long life and that you b e an even better person may all your dreams e true and may your relationship with last forever
sadness,honestly still very sad that i can t pursue the ambitions i ve always dreamed of however i have to learn to be sincere acceptance truly surrendering everything to god must be graceful
love,it doesn t feel like it but it s been a week since we met since our first meeting i have fallen more in love with each member now i always imagine your presence every time i hear your songs
love,now if i see those who are dating talking about love i can only smile in my heart i still don t know what it s like to have a baby xd you can feel love a million times more than what you are feeling right now
fear,i start to fear facing the day like being suddenly tortured i am afraid he won t e back
love,basically happy rd th date never expected anything strange i just want to keep being with you unfortunately your feelings towards me have never changed just like my feelings towards you hoping i can love you even more as time goes by
fear,that s scary there are so many evil people in the world hopefully mbavan will not grow up to be like that continuously bad lacking empathy hopefully mbavan s mischiefs will stop at being annoying only and not turn into being evil amen
happy,alhamdulillah july rd th are our happy days congratulations to my sister even though we didn t get accepted to snm but there is another way to achieve our dreams while our snm was red and crying uncontrollably in each other s arms it turns out we got accepted again to one of our snm choices
sadness,the national monument monas is only a few hundred meters away and is visible every day from the office but i have never touched its fence wall
anger,hahaha once or twice i can understand especially if we re close just et it if it s far and like that continuously maybe you can consider using your phone instead of me
fear,should always read prayers because when dreaming like that it said that the genie likes you spooky right i am also scared hehe
sadness,it must be acknowledged the most suffocating feeling is when receiving wedding invitations from exes ex rivals ex crushes ex girlfriends ex friends and other exes
anger,it s so easy to judge and evaluate people right especially when you have lived together before wow feels like you already know everything living together for months surpassing those who have lived together for years
fear,yesterday i got the exam venue at junior high school then when surveying the room i remembered reading a horror article haha because the place was really creepy just entering made me shudder the curiosity led me to check the article again after the exam and read the ments from alumni at schools considered haunted
love,i have never restricted him at all to chat or play with anyone because the more we prohibit the more opportunity for people to deceive us so just go ahead happily carry on with this relationship
love,i don t know why but i just feel fortable with him different from the others in every way he just doesn t make me bored even though i quickly get bored with people and he finds it difficult to get angry even when he cares hmm
love,but do you realize that daddy will confidently let you watch you and guard you as you carefully pedal the bicycle because he knows his little princess will surely make it
fear,just like the yazidis if the jewish state does not strengthen itself the options are to convert be killed enslaved or expelled therefore it is important for jews to strengthen themselves whether they like it or not this is survival for them but they do not
happy,yes i m happiest when the language is like you and me by the way do you have any good r mendations for nct fanfiction preferably ones that are already pleted but if not ones that are updated frequently would be good too hehe
fear,ah so emotional damn hard to believe i m about to b e a college student still kinda nervous and afraid imagining how it ll be like in the future pletely new environment and people from various regions hopefully i can get through this
anger,be careful when shopping from items are not sent money will not be refunded
fear,when a guy starts calling you frequently or even es to the house to meet you dad will put on the coolest face in the world dad occasionally eavesdrops or peeks when you are chatting in the living room
happy,if i know there s a long holiday besides eid i feel like quickly wearing some shoes then go meet nature and make peace with it
sadness,but i can only bury it and sink deeper
anger,the a plices are already all thieves none are scoundrels none are dogs none are monkey spirits hahahaha one heart all thieves together
happy,good afternoon friends of post the package has been received yes friend thank you for trusting and using our services fd
sadness,i feel like a failure as a friend i just wanted to lie earlier but your response was like that i got too carried away really sad sorry
happy,enjoying every beat of my heart feeling every breath i take slowly realizing each eye opens and closes again feel enjoy contemplate starting to close my eyes take a deep breath and smile feeling this body seems to float away with all its pleasures
sadness,for those of you who are blessed with straight teeth since birth be grateful because wearing braces turns out to be more painful than heartache inmyopinion
anger,someone shouted that indonesians are being attacked by chinese workers while there is a woman from abu dhabi who ordered plastic trash to germany m can probably make a factory goindonesia
sadness,hopefully it s true because the dignity of a habib must be preserved pity the many followers who are willing let s just defend our leader moreover there are rumors that he wants to b e a presidential candidate who must be mentally prepared because it is impossible to win
love,here is where a mother s love overflows in cooking believe me there is no cuisine in the world that is more delicious than a mother s cooking who agrees
happy,finally because the goal has been achieved i dare to open twitter again not afraid of spoilers anymore ohoho
sadness,honestly i shed tears upon hearing the news that s group where i was in is going to disband there are many memories i could cherish here laughing together discussing together even though it s only through chatting on line group there s no superiority here because everyone is equal and has one goal
anger,when i am sad you are there for me when i am in trouble you are there for me when i am hurt you are also there for me indeed you are a bringer of bad luck
sadness,it s just funny imagining it in the past every day in that city i never thought about leaving there then later when i went to that city it turned out to be just a visit weird it s just weird actually i want to cry i want to say i ll join the people who want to go there i miss it
happy,ramadhan in japan i was asked to cook for an indonesian breaking fast menu as a result the imam from pakistan and several worshippers asked for seconds for sahur
happy,which village understands go pay well it s better to just buy cute eid envelopes fill them with new money that s the most correct
happy,when it was announced that i passed they all prostrated in gratitude and immediately picked flowers when he approached he hugged and kissed me tears i couldn t hold back mom this is my birthday gift for you
anger,finally felt ashamed when embarrassed ethics is important in various aspects of life the public knows after there are denials and hints that are thrown out don t feel clean if you re not really clean
anger,do not stay silent against those who manipulate the law for the sake of power do not stay silent against those frontliners of munism disguised as pancasila
anger,i can t guarantee but how about it mr police are you ready to work without bribery and the like corruption bribery is like a drug once you try it you ll be hooked plus you know anticorruptiongeneration
anger,please instruct the minister of health to add special rooms for mental illness at every hospital the reason being it is not unlikely that after the election every hospital will be flooded with mental illness patients right now everyone is stressed
love,nonchalant but secretly very caring towards their child stern but sensitive very disciplined humorous friendly good at cooking skilled in reciting the quran and very diligent in praying a strong person hehe loves mama very much
fear,askmf my girlfriend is unaware of any problems at home until she doesn t want to e home she said she was out with her friend i am worried i fear something might happen to her how should i act since earlier all i could say was don t et to let me know take care
happy,smile and say alhamdulillah thank you to those who have helped in the transformation to b e the best version of yourself with a burning spirit without anger
happy,financial recording applications like financial managers are indeed very useful that way we can find out how much our expenses are each month the most important thing is to be consistent in recording them after spending money even just for parking at indomaret rupiahs still note it down
sadness,we are just going through hard times dark times vulnerable times for separations however if we can endure then nothing can separate us except allah
sadness,then i used vaseline on my eyelashes and eyebrows i kept the vaseline on top of the wardrobe it s positioned next to a mirror on the wardrobe after that i used something else when i was putting away the other item i just realized the vaseline was already not there
happy,because this person our president jokowi can indeed be trusted to do this if it is his own life that is requested by mother earth so that this nation progresses prospers and is just he will definitely give it my greetings to the brothers and sisters in papua
anger,it s not about your idol making a mistake it s not about an over the top artist this is about sexual harassment being used as a joke and considered normal oh just et it hopefully it s not you or someone you know who s being treated like that only now you realize
happy,not because the questions are difficult but because they are exactly the same as the quiz e x a c t l y finally pleted it in less than minutes done after finishing i thought how good allah is to wanda but wanda still often violates
happy,my humor is limited by hearing a recording of a scam that doesn t know standard chartered bank then he hears it as pancar bank pancer bank sejahtera bank and finally oh that s the bank rakyat indonesia sir no stanchart the bank is not in jakarta sir oh god i just laughed like that
fear,when the fear of losing it exist when the togetherness that has been built makes us not want to separate and you are one of the reasons why i am afraid of losing and do not want to separate staywithmetodaytomorrowforever
love,don t be like that again okay no matter how tough it is you must be able to resist hurting yourself in any way try to do it by painting or writing specifically try not to harm yourself many care about you and do not want you to be hurt
happy,it has been built sir in sidrap regency south sulawesi a little late pared to other countries but it s not bad
fear,the last time i saw maya karin in pontianak also made me scared to eat at the dining table because there was a ghost underneath now munafik
love,i admire him he is younger than me his body is small like a junior high school student now leading a large branch with people in it and his branch is one of the best in the banten region
anger,this is the second case previously i was scammed and my gopay account balance was gone needs to have more security improvements so that incidents like this do not happen again
love,do not walk behind me because you are not my tail walk beside me because you are my friend quotesoftheday
love,hello good afternoon denise have you e home from school yet don t et to have lunch oh by the way how are you feeling if you re still not feeling well just take a lot of rest now i m always waiting for tweets from you
fear,i m so nervous i directly messaged my boyfriend right i informed him that the circuit in my house seems to have an issue so i m scared it turns out that only one switch is off then i got even more scared because the lights weren t turning on and there was no one i could contact
sadness,i am currently at the uin library feeling sleepy all alone e over maybe someone wants to join the cheerleading team or wants to teach how to develop the framework of the theory that has been left behind since months ago hehe
love,mas hamdan already knew that his wife is spoiled and temperamental before she got pregnant thank god after the pregnancy mas understands more even though sometimes he shakes his head don t get bored of falling in love over and over again with your wife mas
anger,sorry sir how about the first session is almost over but i still can t login at all since earlier is there a rescheduling for the test because the error is from the server not the applicant
love,why are partners often likened to a home because the fort of being with them is as forting as being at home you can be anything you always e back to them
anger,are you being aware of this usually very fast now very slow instagram is not refreshing at all twitter is the same what s going on getting tired of asking for the number but it s been days this late
happy,certainly there is no need to worry about feeling bored when embarking on a long journey on the island of bali as the beauty of its nature will delight the eyes along the way let senliventengananfestival
sadness,don t be sad dear
sadness,because of this dialogue all night long i have been pondering does god still exist if indeed he does does he still remember his promise to bring about doomsday does god care about indonesia does god care about me i don t think so
fear,the husband does not support normal delivery from the beginning he has requested a cesarean delivery he is afraid that i will not be able to give birth to children i also b e afraid but upon hearing testimonials from people who have had a cesarean delivery none of them have said it is more fortable than normal delivery
happy,wozniacki lost daria kasatkina this one very agile play very fast smashing great hope for success rolandgarros
